LAT,LON,TIME,GROUNDWATER,RAINFALL
26.81666667,77.45,MAY 1999,0.0,23.7
26.81666667,77.45,MAY 2000,8.28,44.3
26.81666667,77.45,MAY 2001,9.3,54.3
26.81666667,77.45,MAY 2002,9.62,44.3
26.81666667,77.45,MAY 2003,15.7,44.3
26.81666667,77.45,MAY 2004,0.0,40.3
26.81666667,77.45,MAY 2005,9.59,30.7
26.81666667,77.45,MAY 2006,0.0,21.41
26.81666667,77.45,MAY 2007,10.54,3.1
26.81666667,77.45,MAY 2008,8.78,35.71
26.81666667,77.45,MAY 2009,14.73,4.3
26.81666667,77.45,MAY 2010,8.55,3.54
26.81666667,77.45,MAY 2011,6.75,9.51
26.81666667,77.45,MAY 2012,7.23,0.4
26.81666667,77.45,MAY 2013,5.78,1.63
26.81666667,77.45,MAY 2014,4.36,3.39
26.81666667,77.45,MAY 2015,7.73,11.21
26.81666667,77.45,MAY 2016,8.78,15.31
26.81666667,77.45,NOV 1996,8.42,0
26.81666667,77.45,NOV 1997,8.03,0
26.81666667,77.45,NOV 1998,8.52,0
26.81666667,77.45,NOV 1999,6.43,0
26.81666667,77.45,NOV 2000,8.37,0
26.81666667,77.45,NOV 2001,8.26,0
26.81666667,77.45,NOV 2002,14.54,0
26.81666667,77.45,NOV 2004,8.39,0
26.81666667,77.45,NOV 2005,8.26,0
26.81666667,77.45,NOV 2006,15.06,0
26.81666667,77.45,NOV 2007,14.68,0
26.81666667,77.45,NOV 2008,14.08,0
26.81666667,77.45,NOV 2009,13.98,18
26.81666667,77.45,NOV 2010,12.16,0
26.81666667,77.45,NOV 2011,11.08,0
26.81666667,77.45,NOV 2012,7.56,0
26.81666667,77.45,NOV 2013,4.36,0
26.81666667,77.45,NOV 2014,0.0,0
26.81666667,77.45,NOV 2015,11.34,0
26.81666667,77.45,NOV 2016,0.0,0
26.83,78.7,AUG 1996,29.7,40.7
26.83,78.7,AUG 1997,29.7,132.4
26.83,78.7,AUG 1998,29.7,232.4
26.83,78.7,AUG 1999,0.0,532.4
26.83,78.7,AUG 2000,0.0,432.44
26.83,78.7,AUG 2001,0.0,232.44
26.83,78.7,AUG 2002,0.0,432.44
26.83,78.7,AUG 2003,0.0,432.44
26.83,78.7,AUG 2004,0.0,139.4
26.83,78.7,AUG 2005,0.0,108.9
26.83,78.7,AUG 2006,0.0,32.44
26.83,78.7,AUG 2007,0.0,92.04
26.83,78.7,AUG 2008,0.0,176.58
26.83,78.7,AUG 2009,0.0,103.16
26.83,78.7,AUG 2010,0.0,157.52
26.83,78.7,AUG 2011,0.0,166.64
26.83,78.7,AUG 2012,0.0,284.33
26.83,78.7,AUG 2013,0.0,339.85
26.83,78.7,AUG 2014,0.0,125.24
26.83,78.7,AUG 2015,0.0,145.64
26.83,78.7,AUG 2016,0.0,189.15
26.83,78.7,JAN 1997,29.7,2.7
26.83,78.7,JAN 1998,29.7,12.31
26.83,78.7,JAN 1999,29.7,22.1
26.83,78.7,JAN 2000,0.0,23.7
26.83,78.7,JAN 2001,0.0,31.7
26.83,78.7,JAN 2002,0.0,23.7
26.83,78.7,JAN 2003,0.0,23.7
26.83,78.7,JAN 2004,0.0,2.7
26.83,78.7,JAN 2005,0.0,1.4
26.83,78.7,JAN 2006,0.0,0
26.83,78.7,JAN 2007,0.0,1.78
26.83,78.7,JAN 2008,0.0,2.7
26.83,78.7,JAN 2009,0.0,1.46
26.83,78.7,JAN 2010,0.0,3.48
26.83,78.7,JAN 2011,0.0,0
26.83,78.7,JAN 2012,0.0,24.92
26.83,78.7,JAN 2013,0.0,11.64
26.83,78.7,JAN 2014,0.0,52.31
26.83,78.7,JAN 2015,0.0,30.73
26.83,78.7,JAN 2016,0.0,1.1
26.83,78.7,JAN 2017,0.0,14.38
26.83,78.7,MAY 1996,29.7,2.7
26.83,78.7,MAY 1997,29.7,40.7
26.83,78.7,MAY 1998,29.7,10.26
26.83,78.7,MAY 1999,0.0,23.7
26.83,78.7,MAY 2000,0.0,44.3
26.83,78.7,MAY 2001,0.0,54.3
26.83,78.7,MAY 2002,0.0,44.3
26.83,78.7,MAY 2003,0.0,44.3
26.83,78.7,MAY 2004,0.0,40.3
26.83,78.7,MAY 2005,0.0,30.7
26.83,78.7,MAY 2006,0.0,21.41
26.83,78.7,MAY 2007,0.0,3.1
26.83,78.7,MAY 2008,0.0,35.71
26.83,78.7,MAY 2009,0.0,4.3
26.83,78.7,MAY 2010,0.0,3.54
26.83,78.7,MAY 2011,0.0,9.51
26.83,78.7,MAY 2012,0.0,0.4
26.83,78.7,MAY 2013,0.0,1.63
26.83,78.7,MAY 2014,0.0,3.39
26.83,78.7,MAY 2015,0.0,11.21
26.83,78.7,MAY 2016,0.0,15.31
26.83,78.7,NOV 1996,30.96,0
26.83,78.7,NOV 1997,29.7,0
26.83,78.7,NOV 1998,0.0,0
26.83,78.7,NOV 1999,0.0,0
26.83,78.7,NOV 2000,0.0,0
26.83,78.7,NOV 2001,0.0,0
26.83,78.7,NOV 2002,0.0,0
26.83,78.7,NOV 2004,0.0,0
26.83,78.7,NOV 2005,0.0,0
26.83,78.7,NOV 2006,0.0,0
26.83,78.7,NOV 2007,0.0,0
26.83,78.7,NOV 2008,0.0,0
26.83,78.7,NOV 2009,0.0,18
26.83,78.7,NOV 2010,0.0,0
26.83,78.7,NOV 2011,0.0,0
26.83,78.7,NOV 2012,0.0,0
26.83,78.7,NOV 2013,0.0,0
26.83,78.7,NOV 2014,0.0,0
26.83,78.7,NOV 2015,0.0,0
26.83,78.7,NOV 2016,0.0,0
26.83333333,78.70333333,AUG 1996,0.0,40.7
26.83333333,78.70333333,AUG 1997,0.0,132.4
26.83333333,78.70333333,AUG 1998,0.0,232.4
26.83333333,78.70333333,AUG 1999,0.0,532.4
26.83333333,78.70333333,AUG 2000,0.0,432.44
26.83333333,78.70333333,AUG 2001,29.6,232.44
26.83333333,78.70333333,AUG 2002,29.24,432.44
26.83333333,78.70333333,AUG 2003,28.81,432.44
26.83333333,78.70333333,AUG 2004,28.38,139.4
26.83333333,78.70333333,AUG 2005,27.99,108.9
26.83333333,78.70333333,AUG 2006,26.94,32.44
26.83333333,78.70333333,AUG 2007,26.52,92.04
26.83333333,78.70333333,AUG 2008,27.24,176.58
26.83333333,78.70333333,AUG 2009,27.89,103.16
26.83333333,78.70333333,AUG 2010,28.34,157.52
26.83333333,78.70333333,AUG 2011,28.24,166.64
26.83333333,78.70333333,AUG 2012,0.0,284.33
26.83333333,78.70333333,AUG 2013,0.0,339.85
26.83333333,78.70333333,AUG 2014,0.0,125.24
26.83333333,78.70333333,AUG 2015,0.0,145.64
26.83333333,78.70333333,AUG 2016,0.0,189.15
26.83333333,78.70333333,JAN 1997,0.0,2.7
26.83333333,78.70333333,JAN 1998,0.0,12.31
26.83333333,78.70333333,JAN 1999,0.0,22.1
26.83333333,78.70333333,JAN 2000,0.0,23.7
26.83333333,78.70333333,JAN 2001,0.0,31.7
26.83333333,78.70333333,JAN 2002,0.0,23.7
26.83333333,78.70333333,JAN 2003,29.46,23.7
26.83333333,78.70333333,JAN 2004,29.52,2.7
26.83333333,78.70333333,JAN 2005,28.74,1.4
26.83333333,78.70333333,JAN 2006,28.44,0
26.83333333,78.70333333,JAN 2007,27.61,1.78
26.83333333,78.70333333,JAN 2008,27.03,2.7
26.83333333,78.70333333,JAN 2009,28.44,1.46
26.83333333,78.70333333,JAN 2010,28.04,3.48
26.83333333,78.70333333,JAN 2011,28.16,0
26.83333333,78.70333333,JAN 2012,0.0,24.92
26.83333333,78.70333333,JAN 2013,0.0,11.64
26.83333333,78.70333333,JAN 2014,0.0,52.31
26.83333333,78.70333333,JAN 2015,0.0,30.73
26.83333333,78.70333333,JAN 2016,0.0,1.1
26.83333333,78.70333333,JAN 2017,0.0,14.38
26.83333333,78.70333333,MAY 1996,0.0,2.7
26.83333333,78.70333333,MAY 1997,0.0,40.7
26.83333333,78.70333333,MAY 1998,0.0,10.26
26.83333333,78.70333333,MAY 1999,0.0,23.7
26.83333333,78.70333333,MAY 2000,0.0,44.3
26.83333333,78.70333333,MAY 2001,0.0,54.3
26.83333333,78.70333333,MAY 2002,29.1,44.3
26.83333333,78.70333333,MAY 2003,28.76,44.3
26.83333333,78.70333333,MAY 2004,28.51,40.3
26.83333333,78.70333333,MAY 2005,27.29,30.7
26.83333333,78.70333333,MAY 2006,27.95,21.41
26.83333333,78.70333333,MAY 2007,26.74,3.1
26.83333333,78.70333333,MAY 2008,28.45,35.71
26.83333333,78.70333333,MAY 2009,28.3,4.3
26.83333333,78.70333333,MAY 2010,28.22,3.54
26.83333333,78.70333333,MAY 2011,28.53,9.51
26.83333333,78.70333333,MAY 2012,0.0,0.4
26.83333333,78.70333333,MAY 2013,0.0,1.63
26.83333333,78.70333333,MAY 2014,31.14,3.39
26.83333333,78.70333333,MAY 2015,0.0,11.21
26.83333333,78.70333333,MAY 2016,0.0,15.31
26.83333333,78.70333333,NOV 1996,0.0,0
26.83333333,78.70333333,NOV 1997,0.0,0
26.83333333,78.70333333,NOV 1998,0.0,0
26.83333333,78.70333333,NOV 1999,0.0,0
26.83333333,78.70333333,NOV 2000,0.0,0
26.83333333,78.70333333,NOV 2001,29.76,0
26.83333333,78.70333333,NOV 2002,29.31,0
26.83333333,78.70333333,NOV 2004,28.48,0
26.83333333,78.70333333,NOV 2005,27.73,0
26.83333333,78.70333333,NOV 2006,26.95,0
26.83333333,78.70333333,NOV 2007,26.72,0
26.83333333,78.70333333,NOV 2008,27.43,0
26.83333333,78.70333333,NOV 2009,27.84,18
26.83333333,78.70333333,NOV 2010,28.12,0
26.83333333,78.70333333,NOV 2011,30.39,0
26.83333333,78.70333333,NOV 2012,31.14,0
26.83333333,78.70333333,NOV 2013,0.0,0
26.83333333,78.70333333,NOV 2014,0.0,0
26.83333333,78.70333333,NOV 2015,0.0,0
26.83333333,78.70333333,NOV 2016,0.0,0
26.8375,77.49027778,AUG 1996,2.84,40.7
26.8375,77.49027778,AUG 1997,6.8,132.4
26.8375,77.49027778,AUG 1998,7.5,232.4
26.8375,77.49027778,AUG 1999,7.05,532.4
26.8375,77.49027778,AUG 2000,8.7,432.44
26.8375,77.49027778,AUG 2001,9.9,232.44
26.8375,77.49027778,AUG 2002,8.52,432.44
26.8375,77.49027778,AUG 2003,12.21,432.44
26.8375,77.49027778,AUG 2004,11.86,139.4
26.8375,77.49027778,AUG 2005,8.91,108.9
26.8375,77.49027778,AUG 2006,15.85,32.44
26.8375,77.49027778,AUG 2007,0.0,92.04
26.8375,77.49027778,AUG 2008,0.0,176.58
26.8375,77.49027778,AUG 2009,0.0,103.16
26.8375,77.49027778,AUG 2010,0.0,157.52
26.8375,77.49027778,AUG 2011,0.0,166.64
26.8375,77.49027778,AUG 2012,0.0,284.33
26.8375,77.49027778,AUG 2013,0.0,339.85
26.8375,77.49027778,AUG 2014,0.0,125.24
26.8375,77.49027778,AUG 2015,0.0,145.64
26.8375,77.49027778,AUG 2016,0.0,189.15
26.8375,77.49027778,JAN 1997,8.47,2.7
26.8375,77.49027778,JAN 1998,5.75,12.31
26.8375,77.49027778,JAN 1999,7.83,22.1
26.8375,77.49027778,JAN 2000,7.7,23.7
26.8375,77.49027778,JAN 2001,7.95,31.7
26.8375,77.49027778,JAN 2002,0.0,23.7
26.8375,77.49027778,JAN 2003,12.4,23.7
26.8375,77.49027778,JAN 2004,0.0,2.7
26.8375,77.49027778,JAN 2005,13.41,1.4
26.8375,77.49027778,JAN 2006,13.31,0
26.8375,77.49027778,JAN 2007,13.26,1.78
26.8375,77.49027778,JAN 2008,15.85,2.7
26.8375,77.49027778,JAN 2009,0.0,1.46
26.8375,77.49027778,JAN 2010,0.0,3.48
26.8375,77.49027778,JAN 2011,0.0,0
26.8375,77.49027778,JAN 2012,0.0,24.92
26.8375,77.49027778,JAN 2013,0.0,11.64
26.8375,77.49027778,JAN 2014,0.0,52.31
26.8375,77.49027778,JAN 2015,0.0,30.73
26.8375,77.49027778,JAN 2016,0.0,1.1
26.8375,77.49027778,JAN 2017,0.0,14.38
26.8375,77.49027778,MAY 1996,9.7,2.7
26.8375,77.49027778,MAY 1997,8.2,40.7
26.8375,77.49027778,MAY 1998,8.8,10.26
26.8375,77.49027778,MAY 1999,0.0,23.7
26.8375,77.49027778,MAY 2000,9.55,44.3
26.8375,77.49027778,MAY 2001,11.77,54.3
26.8375,77.49027778,MAY 2002,12.94,44.3
26.8375,77.49027778,MAY 2003,0.0,44.3
26.8375,77.49027778,MAY 2004,15.85,40.3
26.8375,77.49027778,MAY 2005,15.85,30.7
26.8375,77.49027778,MAY 2006,0.0,21.41
26.8375,77.49027778,MAY 2007,0.0,3.1
26.8375,77.49027778,MAY 2008,0.0,35.71
26.8375,77.49027778,MAY 2009,0.0,4.3
26.8375,77.49027778,MAY 2010,0.0,3.54
26.8375,77.49027778,MAY 2011,0.0,9.51
26.8375,77.49027778,MAY 2012,0.0,0.4
26.8375,77.49027778,MAY 2013,0.0,1.63
26.8375,77.49027778,MAY 2014,0.0,3.39
26.8375,77.49027778,MAY 2015,0.0,11.21
26.8375,77.49027778,MAY 2016,0.0,15.31
26.8375,77.49027778,NOV 1996,10.72,0
26.8375,77.49027778,NOV 1997,6.1,0
26.8375,77.49027778,NOV 1998,4.7,0
26.8375,77.49027778,NOV 1999,6.85,0
26.8375,77.49027778,NOV 2000,10.59,0
26.8375,77.49027778,NOV 2001,10.36,0
26.8375,77.49027778,NOV 2002,13.28,0
26.8375,77.49027778,NOV 2004,11.24,0
26.8375,77.49027778,NOV 2005,11.02,0
26.8375,77.49027778,NOV 2006,15.85,0
26.8375,77.49027778,NOV 2007,0.0,0
26.8375,77.49027778,NOV 2008,0.0,0
26.8375,77.49027778,NOV 2009,0.0,18
26.8375,77.49027778,NOV 2010,0.0,0
26.8375,77.49027778,NOV 2011,0.0,0
26.8375,77.49027778,NOV 2012,0.0,0
26.8375,77.49027778,NOV 2013,0.0,0
26.8375,77.49027778,NOV 2014,0.0,0
26.8375,77.49027778,NOV 2015,0.0,0
26.8375,77.49027778,NOV 2016,0.0,0
26.85833333,77.6,AUG 1996,0.0,40.7
26.85833333,77.6,AUG 1997,0.0,132.4
26.85833333,77.6,AUG 1998,0.0,232.4
26.85833333,77.6,AUG 1999,0.0,532.4
26.85833333,77.6,AUG 2000,0.0,432.44
26.85833333,77.6,AUG 2001,0.0,232.44
26.85833333,77.6,AUG 2002,0.0,432.44
26.85833333,77.6,AUG 2003,6.49,432.44
26.85833333,77.6,AUG 2004,3.26,139.4
26.85833333,77.6,AUG 2005,3.01,108.9
26.85833333,77.6,AUG 2006,6.35,32.44
26.85833333,77.6,AUG 2007,8.4,92.04
26.85833333,77.6,AUG 2008,2.79,176.58
26.85833333,77.6,AUG 2009,10.06,103.16
26.85833333,77.6,AUG 2010,9.44,157.52
26.85833333,77.6,AUG 2011,6.66,166.64
26.85833333,77.6,AUG 2012,0.0,284.33
26.85833333,77.6,AUG 2013,4.62,339.85
26.85833333,77.6,AUG 2014,5.22,125.24
26.85833333,77.6,AUG 2015,6.73,145.64
26.85833333,77.6,AUG 2016,3.86,189.15
26.85833333,77.6,JAN 1997,0.0,2.7
26.85833333,77.6,JAN 1998,0.0,12.31
26.85833333,77.6,JAN 1999,0.0,22.1
26.85833333,77.6,JAN 2000,0.0,23.7
26.85833333,77.6,JAN 2001,0.0,31.7
26.85833333,77.6,JAN 2002,0.0,23.7
26.85833333,77.6,JAN 2003,0.0,23.7
26.85833333,77.6,JAN 2004,0.0,2.7
26.85833333,77.6,JAN 2005,6.06,1.4
26.85833333,77.6,JAN 2006,3.78,0
26.85833333,77.6,JAN 2007,4.69,1.78
26.85833333,77.6,JAN 2008,10.1,2.7
26.85833333,77.6,JAN 2009,13.34,1.46
26.85833333,77.6,JAN 2010,16.04,3.48
26.85833333,77.6,JAN 2011,11.92,0
26.85833333,77.6,JAN 2012,5.86,24.92
26.85833333,77.6,JAN 2013,6.41,11.64
26.85833333,77.6,JAN 2014,7.1,52.31
26.85833333,77.6,JAN 2015,4.68,30.73
26.85833333,77.6,JAN 2016,8.64,1.1
26.85833333,77.6,JAN 2017,0.0,14.38
26.85833333,77.6,MAY 1996,0.0,2.7
26.85833333,77.6,MAY 1997,0.0,40.7
26.85833333,77.6,MAY 1998,0.0,10.26
26.85833333,77.6,MAY 1999,0.0,23.7
26.85833333,77.6,MAY 2000,0.0,44.3
26.85833333,77.6,MAY 2001,0.0,54.3
26.85833333,77.6,MAY 2002,0.0,44.3
26.85833333,77.6,MAY 2003,0.0,44.3
26.85833333,77.6,MAY 2004,8.86,40.3
26.85833333,77.6,MAY 2005,5.86,30.7
26.85833333,77.6,MAY 2006,6.77,21.41
26.85833333,77.6,MAY 2007,11.42,3.1
26.85833333,77.6,MAY 2008,17.56,35.71
26.85833333,77.6,MAY 2009,12.36,4.3
26.85833333,77.6,MAY 2010,16.9,3.54
26.85833333,77.6,MAY 2011,11.06,9.51
26.85833333,77.6,MAY 2012,10.98,0.4
26.85833333,77.6,MAY 2013,10.66,1.63
26.85833333,77.6,MAY 2014,3.16,3.39
26.85833333,77.6,MAY 2015,10.23,11.21
26.85833333,77.6,MAY 2016,16.7,15.31
26.85833333,77.6,NOV 1996,0.0,0
26.85833333,77.6,NOV 1997,0.0,0
26.85833333,77.6,NOV 1998,0.0,0
26.85833333,77.6,NOV 1999,0.0,0
26.85833333,77.6,NOV 2000,0.0,0
26.85833333,77.6,NOV 2001,0.0,0
26.85833333,77.6,NOV 2002,0.0,0
26.85833333,77.6,NOV 2004,2.73,0
26.85833333,77.6,NOV 2005,3.57,0
26.85833333,77.6,NOV 2006,8.56,0
26.85833333,77.6,NOV 2007,9.41,0
26.85833333,77.6,NOV 2008,2.86,0
26.85833333,77.6,NOV 2009,9.58,18
26.85833333,77.6,NOV 2010,5.24,0
26.85833333,77.6,NOV 2011,4.41,0
26.85833333,77.6,NOV 2012,3.23,0
26.85833333,77.6,NOV 2013,3.16,0
26.85833333,77.6,NOV 2014,0.0,0
26.85833333,77.6,NOV 2015,8.87,0
26.85833333,77.6,NOV 2016,4.16,0
26.86527778,78.58611111,AUG 1996,0.0,40.7
26.86527778,78.58611111,AUG 1997,0.0,132.4
26.86527778,78.58611111,AUG 1998,0.0,232.4
26.86527778,78.58611111,AUG 1999,0.0,532.4
26.86527778,78.58611111,AUG 2000,0.0,432.44
26.86527778,78.58611111,AUG 2001,0.0,232.44
26.86527778,78.58611111,AUG 2002,0.0,432.44
26.86527778,78.58611111,AUG 2003,0.0,432.44
26.86527778,78.58611111,AUG 2004,0.0,139.4
26.86527778,78.58611111,AUG 2005,0.0,108.9
26.86527778,78.58611111,AUG 2006,0.0,32.44
26.86527778,78.58611111,AUG 2007,0.0,92.04
26.86527778,78.58611111,AUG 2008,0.0,176.58
26.86527778,78.58611111,AUG 2009,0.0,103.16
26.86527778,78.58611111,AUG 2010,0.0,157.52
26.86527778,78.58611111,AUG 2011,0.0,166.64
26.86527778,78.58611111,AUG 2012,0.0,284.33
26.86527778,78.58611111,AUG 2013,0.0,339.85
26.86527778,78.58611111,AUG 2014,0.0,125.24
26.86527778,78.58611111,AUG 2015,0.0,145.64
26.86527778,78.58611111,AUG 2016,0.0,189.15
26.86527778,78.58611111,JAN 1997,0.0,2.7
26.86527778,78.58611111,JAN 1998,0.0,12.31
26.86527778,78.58611111,JAN 1999,0.0,22.1
26.86527778,78.58611111,JAN 2000,0.0,23.7
26.86527778,78.58611111,JAN 2001,0.0,31.7
26.86527778,78.58611111,JAN 2002,0.0,23.7
26.86527778,78.58611111,JAN 2003,0.0,23.7
26.86527778,78.58611111,JAN 2004,0.0,2.7
26.86527778,78.58611111,JAN 2005,0.0,1.4
26.86527778,78.58611111,JAN 2006,0.0,0
26.86527778,78.58611111,JAN 2007,0.0,1.78
26.86527778,78.58611111,JAN 2008,0.0,2.7
26.86527778,78.58611111,JAN 2009,0.0,1.46
26.86527778,78.58611111,JAN 2010,0.0,3.48
26.86527778,78.58611111,JAN 2011,0.0,0
26.86527778,78.58611111,JAN 2012,0.0,24.92
26.86527778,78.58611111,JAN 2013,0.0,11.64
26.86527778,78.58611111,JAN 2014,0.0,52.31
26.86527778,78.58611111,JAN 2015,0.0,30.73
26.86527778,78.58611111,JAN 2016,0.0,1.1
26.86527778,78.58611111,JAN 2017,0.0,14.38
26.86527778,78.58611111,MAY 1996,26.3,2.7
26.86527778,78.58611111,MAY 1997,0.0,40.7
26.86527778,78.58611111,MAY 1998,0.0,10.26
26.86527778,78.58611111,MAY 1999,0.0,23.7
26.86527778,78.58611111,MAY 2000,0.0,44.3
26.86527778,78.58611111,MAY 2001,0.0,54.3
26.86527778,78.58611111,MAY 2002,0.0,44.3
26.86527778,78.58611111,MAY 2003,0.0,44.3
26.86527778,78.58611111,MAY 2004,0.0,40.3
26.86527778,78.58611111,MAY 2005,0.0,30.7
26.86527778,78.58611111,MAY 2006,0.0,21.41
26.86527778,78.58611111,MAY 2007,0.0,3.1
26.86527778,78.58611111,MAY 2008,0.0,35.71
26.86527778,78.58611111,MAY 2009,0.0,4.3
26.86527778,78.58611111,MAY 2010,0.0,3.54
26.86527778,78.58611111,MAY 2011,0.0,9.51
26.86527778,78.58611111,MAY 2012,0.0,0.4
26.86527778,78.58611111,MAY 2013,0.0,1.63
26.86527778,78.58611111,MAY 2014,0.0,3.39
26.86527778,78.58611111,MAY 2015,0.0,11.21
26.86527778,78.58611111,MAY 2016,0.0,15.31
26.86527778,78.58611111,NOV 1996,28.05,0
26.86527778,78.58611111,NOV 1997,0.0,0
26.86527778,78.58611111,NOV 1998,0.0,0
26.86527778,78.58611111,NOV 1999,0.0,0
26.86527778,78.58611111,NOV 2000,0.0,0
26.86527778,78.58611111,NOV 2001,0.0,0
26.86527778,78.58611111,NOV 2002,0.0,0
26.86527778,78.58611111,NOV 2004,0.0,0
26.86527778,78.58611111,NOV 2005,0.0,0
26.86527778,78.58611111,NOV 2006,0.0,0
26.86527778,78.58611111,NOV 2007,0.0,0
26.86527778,78.58611111,NOV 2008,0.0,0
26.86527778,78.58611111,NOV 2009,0.0,18
26.86527778,78.58611111,NOV 2010,0.0,0
26.86527778,78.58611111,NOV 2011,0.0,0
26.86527778,78.58611111,NOV 2012,0.0,0
26.86527778,78.58611111,NOV 2013,0.0,0
26.86527778,78.58611111,NOV 2014,0.0,0
26.86527778,78.58611111,NOV 2015,0.0,0
26.86527778,78.58611111,NOV 2016,0.0,0
26.88472222,78.37916667,AUG 1996,34.3,40.7
26.88472222,78.37916667,AUG 1997,33.38,132.4
26.88472222,78.37916667,AUG 1998,34.3,232.4
26.88472222,78.37916667,AUG 1999,0.0,532.4
26.88472222,78.37916667,AUG 2000,0.0,432.44
26.88472222,78.37916667,AUG 2001,0.0,232.44
26.88472222,78.37916667,AUG 2002,0.0,432.44
26.88472222,78.37916667,AUG 2003,0.0,432.44
26.88472222,78.37916667,AUG 2004,0.0,139.4
26.88472222,78.37916667,AUG 2005,0.0,108.9
26.88472222,78.37916667,AUG 2006,0.0,32.44
26.88472222,78.37916667,AUG 2007,0.0,92.04
26.88472222,78.37916667,AUG 2008,0.0,176.58
26.88472222,78.37916667,AUG 2009,0.0,103.16
26.88472222,78.37916667,AUG 2010,0.0,157.52
26.88472222,78.37916667,AUG 2011,0.0,166.64
26.88472222,78.37916667,AUG 2012,0.0,284.33
26.88472222,78.37916667,AUG 2013,0.0,339.85
26.88472222,78.37916667,AUG 2014,0.0,125.24
26.88472222,78.37916667,AUG 2015,0.0,145.64
26.88472222,78.37916667,AUG 2016,0.0,189.15
26.88472222,78.37916667,JAN 1997,0.0,2.7
26.88472222,78.37916667,JAN 1998,34.3,12.31
26.88472222,78.37916667,JAN 1999,33.68,22.1
26.88472222,78.37916667,JAN 2000,0.0,23.7
26.88472222,78.37916667,JAN 2001,0.0,31.7
26.88472222,78.37916667,JAN 2002,0.0,23.7
26.88472222,78.37916667,JAN 2003,0.0,23.7
26.88472222,78.37916667,JAN 2004,0.0,2.7
26.88472222,78.37916667,JAN 2005,0.0,1.4
26.88472222,78.37916667,JAN 2006,0.0,0
26.88472222,78.37916667,JAN 2007,0.0,1.78
26.88472222,78.37916667,JAN 2008,0.0,2.7
26.88472222,78.37916667,JAN 2009,0.0,1.46
26.88472222,78.37916667,JAN 2010,0.0,3.48
26.88472222,78.37916667,JAN 2011,0.0,0
26.88472222,78.37916667,JAN 2012,0.0,24.92
26.88472222,78.37916667,JAN 2013,0.0,11.64
26.88472222,78.37916667,JAN 2014,0.0,52.31
26.88472222,78.37916667,JAN 2015,0.0,30.73
26.88472222,78.37916667,JAN 2016,0.0,1.1
26.88472222,78.37916667,JAN 2017,0.0,14.38
26.88472222,78.37916667,MAY 1996,32.0,2.7
26.88472222,78.37916667,MAY 1997,28.73,40.7
26.88472222,78.37916667,MAY 1998,34.3,10.26
26.88472222,78.37916667,MAY 1999,0.0,23.7
26.88472222,78.37916667,MAY 2000,0.0,44.3
26.88472222,78.37916667,MAY 2001,0.0,54.3
26.88472222,78.37916667,MAY 2002,0.0,44.3
26.88472222,78.37916667,MAY 2003,0.0,44.3
26.88472222,78.37916667,MAY 2004,0.0,40.3
26.88472222,78.37916667,MAY 2005,0.0,30.7
26.88472222,78.37916667,MAY 2006,0.0,21.41
26.88472222,78.37916667,MAY 2007,0.0,3.1
26.88472222,78.37916667,MAY 2008,0.0,35.71
26.88472222,78.37916667,MAY 2009,0.0,4.3
